bobotu,4,moderate,1.000000,https://github.com/pingcap/tidb/issues/20878,https://github.com/pingcap/tidb/pull/20920,2020-12-02 03:02:39 +0000 UTC
bobotu,4,critical,10.000000,https://github.com/pingcap/tidb/issues/19560,https://github.com/pingcap/tidb/pull/21015,2020-11-19 03:14:44 +0000 UTC
bobotu,4,major,3.000000,https://github.com/pingcap/tidb/issues/20597,https://github.com/pingcap/tidb/pull/20866,2020-11-11 05:11:40 +0000 UTC
bobotu,4,moderate,1.000000,https://github.com/pingcap/tidb/issues/13093,https://github.com/pingcap/tidb/pull/21241,2020-11-25 09:42:51 +0000 UTC
ou-bing,3,moderate,1.000000,https://github.com/pingcap/tidb/issues/17726,https://github.com/pingcap/tidb/pull/21514,2020-12-21 09:51:31 +0000 UTC
ou-bing,3,major,3.000000,https://github.com/pingcap/tidb/issues/20139,https://github.com/pingcap/tidb/pull/21061,2020-12-08 08:32:32 +0000 UTC
ou-bing,3,moderate,1.000000,https://github.com/pingcap/tidb/issues/20207,https://github.com/pingcap/tidb/pull/20847,2020-11-06 08:24:41 +0000 UTC
xiaodong-ji,3,minor,0.100000,https://github.com/pingcap/tidb/issues/21314,https://github.com/pingcap/tidb/pull/21343,2020-12-04 12:29:49 +0000 UTC
xiaodong-ji,3,minor,0.100000,https://github.com/pingcap/tidb/issues/21344,https://github.com/pingcap/tidb/pull/21346,2020-11-30 05:38:30 +0000 UTC
xiaodong-ji,3,major,3.000000,https://github.com/pingcap/tidb/issues/19853,https://github.com/pingcap/tidb/pull/20418,2020-11-13 04:04:35 +0000 UTC
erwadba,3,moderate,1.000000,https://github.com/pingcap/tidb/issues/16039,https://github.com/pingcap/tidb/pull/20929,2020-12-23 08:48:00 +0000 UTC
erwadba,3,major,3.000000,https://github.com/pingcap/tidb/issues/10447,https://github.com/pingcap/tidb/pull/21198,2020-12-08 06:37:50 +0000 UTC
erwadba,3,moderate,1.000000,https://github.com/pingcap/tidb/issues/18517,https://github.com/pingcap/tidb/pull/19341,2020-11-02 09:02:51 +0000 UTC
RogerYK,3,major,3.000000,https://github.com/pingcap/tidb/issues/20509,https://github.com/pingcap/tidb/pull/21165,2020-12-04 03:31:19 +0000 UTC
RogerYK,3,major,3.000000,https://github.com/pingcap/tidb/issues/17652,https://github.com/pingcap/tidb/pull/21062,2020-11-24 03:33:25 +0000 UTC
RogerYK,3,major,3.000000,https://github.com/pingcap/tidb/issues/9869,https://github.com/pingcap/tidb/pull/21062,2020-11-24 03:33:25 +0000 UTC
b41sh,2,major,3.000000,https://github.com/pingcap/tidb/issues/20447,https://github.com/pingcap/tidb/pull/20458,2020-11-13 06:08:37 +0000 UTC
b41sh,2,major,3.000000,https://github.com/pingcap/tidb/issues/20315,https://github.com/pingcap/tidb/pull/20344,2020-11-02 04:01:09 +0000 UTC
pengdaqian2020,2,critical,10.000000,https://github.com/pingcap/tidb/issues/21172,https://github.com/pingcap/tidb/pull/21182,2020-11-24 05:05:55 +0000 UTC
pengdaqian2020,2,critical,10.000000,https://github.com/pingcap/tidb/issues/20136,https://github.com/pingcap/tidb/pull/21043,2020-11-16 04:07:29 +0000 UTC
xuhui-lu,2,major,3.000000,https://github.com/pingcap/tidb/issues/21342,https://github.com/pingcap/tidb/pull/21789,2020-12-18 02:46:06 +0000 UTC
xuhui-lu,2,major,3.000000,https://github.com/pingcap/tidb/issues/1108,https://github.com/pingcap/tidb/pull/21324,2020-12-10 03:34:52 +0000 UTC
Patrick0308,1,major,3.000000,https://github.com/pingcap/tidb/issues/20692,https://github.com/pingcap/tidb/pull/20842,2020-11-09 09:06:49 +0000 UTC
watchpoints,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/18149,https://github.com/pingcap/tidb/pull/20617,2020-11-03 04:52:45 +0000 UTC
ThySinner,1,moderate,1.000000,https://github.com/pingcap/tidb/issues/20460,https://github.com/pingcap/tidb/pull/21078,2020-12-15 07:02:26 +0000 UTC
mashenjun,1,minor,0.100000,https://github.com/pingcap/tidb/issues/22040,https://github.com/pingcap/tidb/pull/22044,2020-12-30 11:59:14 +0000 UTC
jackwener,1,major,3.000000,https://github.com/pingcap/tidb/issues/21455,https://github.com/pingcap/tidb/pull/21513,2020-12-14 02:59:53 +0000 UTC
